CODE,Cat1,Cat2,Cat3,Cat4,Description,$,T,P,P1
C365,CONSULTATIONS AND VISITS,DIAGNOSTIC RADIOLOGY(33),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Special interventional radiological consultation subject to the same conditions as A365,223.2,,,
C375,CONSULTATIONS AND VISITS,GERIATRICS(07),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Limited consultation,105.25,,,
C384,CONSULTATIONS AND VISITS,NEUROLOGY(18),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Consultation and Management for ACVS subject to the same conditions as A384,200,,,
C385,CONSULTATIONS AND VISITS,NEUROLOGY(18),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Limited consultation,87.7,,,
C395,CONSULTATIONS AND VISITS,PSYCHIATRY(19),NON-EMERGENCY HOSPITAL SERVICES,Not applicable,Limited consultation,105.25,,,
C400,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE(05),NON-EMERGENCY  HOSPITAL  IN-PATIENT  SERVICES,Not applicable,Comprehensive community medicine consultation ,240.55,,,
C405,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE(05),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Limited consultation,84.2,,,
C411,CONSULTATIONS AND VISITS,GASTROENTEROLOGY(41),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Complex medical specific re-assessment,70.9,,,
C412,CONSULTATIONS AND VISITS,GASTROENTEROLOGY(41),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits,first five weeks,34.1,,,
C413,CONSULTATIONS AND VISITS,GASTROENTEROLOGY(41),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Medical specific assessment,80.35,,,
C414,CONSULTATIONS AND VISITS,GASTROENTEROLOGY(41),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Medical specific re-assessment,61.25,,,
C415,CONSULTATIONS AND VISITS,GASTROENTEROLOGY(41),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Consultation,157,,,
C416,CONSULTATIONS AND VISITS,GASTROENTEROLOGY(41),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Repeat consultation,105.25,,,
C417,CONSULTATIONS AND VISITS,GASTROENTEROLOGY(41),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits,sixth to thirteenth week inclusive (maximum 3 per patient per week),34.1,,,
C418,CONSULTATIONS AND VISITS,GASTROENTEROLOGY(41),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits by the MRP following transfer from an intensive care area,Concurrent care,34.1,,,
C419,CONSULTATIONS AND VISITS,GASTROENTEROLOGY(41),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits,after thirteenth week (maximum 6 per patient per month),34.1,,,
C425,CONSULTATIONS AND VISITS,PHYSICAL MEDICINE & REHABILITATION(31),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES ,Not applicable,Comprehensive physical medicine and rehabilitation consultation – subject to the same conditions as A425,310.45,,,
C435,CONSULTATIONS AND VISITS,INTERNAL AND OCCUPATIONAL MEDICINE(13),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Limited consultation,105.25,,,
C441,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Complex medical specific re-assessment,70.9,,,
C442,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits,first five weeks,34.1,,,
C443,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Medical specific assessment,79.85,,,
C444,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Medical specific re-assessment,61.25,,,
C445,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Consultation,166.5,,,
C446,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Repeat consultation,105.25,,,
C447,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits,sixth to thirteenth week inclusive (maximum 3 per patient per week),34.1,,,
C448,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits by the MRP following transfer from an Intensive Care Area,Concurrent care,34.1,,,
C449,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits,after thirteenth week (maximum 6 per patient per month),34.1,,,
C460,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Comprehensive infectious disease consultation subject to the same conditions as A460,310.45,,,
C461,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Complex medical specific re-assessment,83.85,,,
C462,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits,first five weeks,34.1,,,
C463,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Medical specific assessment,94.4,,,
C464,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Medical specific re-assessment,72.45,,,
C465,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Consultation,181.65,,,
C466,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Repeat consultation,109.4,,,
C467,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits,sixth to thirteenth week inclusive (maximum 3 per patient per week),34.1,,,
C468,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits by the MRP following transfer from an Intensive Care Area,Concurrent care,34.1,,,
C469,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits,after thirteenth week (maximum 6 per patient per month),34.1,,,
C470,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE(47),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Comprehensive respiratory disease consultation subject to the same conditions as A470,310.45,,,
C471,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE(47),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Complex medical specific re-assessment,73.75,,,
C472,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE(47),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits,first five weeks,34.1,,,
C473,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE(47),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Medical specific assessment,84.65,,,
C474,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE(47),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Medical specific re-assessment,63.7,,,
C475,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE(47),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Consultation,169.65,,,
C476,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE(47),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Repeat consultation,105.25,,,
C477,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE(47),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits,sixth to thirteenth week inclusive (maximum 3 per patient per week),34.1,,,
C478,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE(47),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits by the MRP following transfer from an Intensive Care Area,Concurrent care,34.1,,,
C479,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE(47),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits,after thirteenth week (maximum 6 per patient per month),34.1,,,
C480,CONSULTATIONS AND VISITS,RHEUMATOLOGY(48),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Complex rheumatology assessment subject to the same conditions as A480,92.2,,,
C481,CONSULTATIONS AND VISITS,RHEUMATOLOGY(48),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Complex medical specific re-assessment,72.65,,,
C482,CONSULTATIONS AND VISITS,RHEUMATOLOGY(48),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits,first five weeks,34.1,,,
C483,CONSULTATIONS AND VISITS,RHEUMATOLOGY(48),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Medical specific assessment,81.7,,,
C484,CONSULTATIONS AND VISITS,RHEUMATOLOGY(48),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Medical specific re-assessment,62.6,,,
C485,CONSULTATIONS AND VISITS,RHEUMATOLOGY(48),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Consultation,170.1,,,
C486,CONSULTATIONS AND VISITS,RHEUMATOLOGY(48),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Repeat consultation,109.35,,,
C487,CONSULTATIONS AND VISITS,RHEUMATOLOGY(48),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits,sixth to thirteenth week inclusive (maximum 3 per patient per week),34.1,,,
C488,CONSULTATIONS AND VISITS,RHEUMATOLOGY(48),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits by the MRP following transfer from an Intensive Care Area,Concurrent care,34.1,,,
C489,CONSULTATIONS AND VISITS,RHEUMATOLOGY(48),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits,after thirteenth week (maximum 6 per patient per month),34.1,,,
C510,CONSULTATIONS AND VISITS,PHYSICAL MEDICINE & REHABILITATION(31),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES ,Not applicable,Complex neuromuscular assessment subject to the same conditions as A510,93.7,,,
C511,CONSULTATIONS AND VISITS,PHYSICAL MEDICINE & REHABILITATION(31),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES ,Not applicable,Complex physiatry assessment subject to the same conditions as A511,102.55,,,
C515,CONSULTATIONS AND VISITS,PHYSICAL MEDICINE & REHABILITATION(31),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES ,Not applicable,Limited consultation,95.25,,,
C525,CONSULTATIONS AND VISITS,CLINICAL IMMUNOLOGY(62),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Limited consultation,105.25,,,
C545,CONSULTATIONS AND VISITS,GASTROENTEROLOGY(41),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Limited consultation,105.25,,,
C565,CONSULTATIONS AND VISITS,PAEDIATRICS(26),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Limited consultation,91.35,,,
C570,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE(47),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Complex respiratory assessment – subject to the same conditions as A570,89.85,,,
C575,CONSULTATIONS AND VISITS,RESPIRATORY DISEASE(47),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Limited consultation,105.25,,,
C585,CONSULTATIONS AND VISITS,LABORATORY MEDICINE(28),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,"Diagnostic consultation - subject to the same conditions as
A585",73.3,,,
C586,CONSULTATIONS AND VISITS,LABORATORY MEDICINE(28),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Repeat consultation,71.2,,,
C590,CONSULTATIONS AND VISITS,RHEUMATOLOGY(48),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Comprehensive rheumatology consultation subject to the same conditions as A590,310.45,,,
C595,CONSULTATIONS AND VISITS,RHEUMATOLOGY(48),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Limited consultation,109.35,,,
C600,CONSULTATIONS AND VISITS,CARDIOLOGY(60),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Comprehensive cardiology consultation ,310.45,,,
C601,CONSULTATIONS AND VISITS,CARDIOLOGY(60),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Complex medical specific re-assessment,70.9,,,
C602,CONSULTATIONS AND VISITS,CARDIOLOGY(60),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent  visits,- first five weeks   ,34.1,,,
C603,CONSULTATIONS AND VISITS,CARDIOLOGY(60),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Medical specific assessment,81.55,,,
C604,CONSULTATIONS AND VISITS,CARDIOLOGY(60),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Medical specific re-assessment,61.25,,,
C605,CONSULTATIONS AND VISITS,CARDIOLOGY(60),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Consultation,161.65,,,
C606,CONSULTATIONS AND VISITS,CARDIOLOGY(60),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Repeat consultation,105.25,,,
C607,CONSULTATIONS AND VISITS,CARDIOLOGY(60),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent  visits,- sixth to thirteenth week inclusive (maximum 3 per patient per week)  ,34.1,,,
C608,CONSULTATIONS AND VISITS,CARDIOLOGY(60),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits by the MRP following transfer from an intensive care area,Concurrent care,34.1,,,
C609,CONSULTATIONS AND VISITS,CARDIOLOGY(60),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent  visits,- after thirteenth week (maximum 6 per patient per month)  ,34.1,,,
C611,CONSULTATIONS AND VISITS,HAEMATOLOGY(61),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Complex medical specific re-assessment,76.2,,,
C612,CONSULTATIONS AND VISITS,HAEMATOLOGY(61),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits,first five weeks,34.1,,,
C613,CONSULTATIONS AND VISITS,HAEMATOLOGY(61),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Medical specific assessment,85.8,,,
C614,CONSULTATIONS AND VISITS,HAEMATOLOGY(61),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Medical specific re-assessment,65.85,,,
C615,CONSULTATIONS AND VISITS,HAEMATOLOGY(61),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Consultation,172,,,
C616,CONSULTATIONS AND VISITS,HAEMATOLOGY(61),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Repeat consultation,105.25,,,
C617,CONSULTATIONS AND VISITS,HAEMATOLOGY(61),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits,sixth to thirteenth week inclusive (maximum 3 per patient per week),34.1,,,
C618,CONSULTATIONS AND VISITS,HAEMATOLOGY(61),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits by the MRP following transfer from an Intensive Care Area,Concurrent care,34.1,,,
C619,CONSULTATIONS AND VISITS,HAEMATOLOGY(61),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits,after thirteenth week (maximum 6 per patient per month),34.1,,,
C621,CONSULTATIONS AND VISITS,CLINICAL IMMUNOLOGY(62),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Complex medical specific re-assessment,71.8,,,
C622,CONSULTATIONS AND VISITS,CLINICAL IMMUNOLOGY(62),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits,- first five weeks   ,34.1,,,
C623,CONSULTATIONS AND VISITS,CLINICAL IMMUNOLOGY(62),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Medical specific assessment,80.9,,,
C624,CONSULTATIONS AND VISITS,CLINICAL IMMUNOLOGY(62),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Medical specific re-assessment,62.05,,,
C625,CONSULTATIONS AND VISITS,CLINICAL IMMUNOLOGY(62),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Consultation,159,,,
C626,CONSULTATIONS AND VISITS,CLINICAL IMMUNOLOGY(62),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Repeat consultation,105.25,,,
C627,CONSULTATIONS AND VISITS,CLINICAL IMMUNOLOGY(62),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits,- sixth to thirteenth week inclusive (maximum 3 per patient per week)  ,34.1,,,
C628,CONSULTATIONS AND VISITS,CLINICAL IMMUNOLOGY(62),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits by the MRP following transfer from an intensive care area,Concurrent care,34.1,,,
C629,CONSULTATIONS AND VISITS,CLINICAL IMMUNOLOGY(62),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits,- after thirteenth week (maximum 6 per patient per month)  ,34.1,,,
C635,CONSULTATIONS AND VISITS,NUCLEAR MEDICINE(63),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Consultation,157,,,
C636,CONSULTATIONS AND VISITS,NUCLEAR MEDICINE(63),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Repeat consultation,70,,,
C642,CONSULTATIONS AND VISITS,GENERAL THORACIC SURGERY(64),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits,first five weeks,31,,,
C643,CONSULTATIONS AND VISITS,GENERAL THORACIC SURGERY(64),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Specific assessment,44.4,,,
C644,CONSULTATIONS AND VISITS,GENERAL THORACIC SURGERY(64),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Specific re-assessment,25.95,,,
C645,CONSULTATIONS AND VISITS,GENERAL THORACIC SURGERY(64),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Consultation,98.55,,,
C646,CONSULTATIONS AND VISITS,GENERAL THORACIC SURGERY(64),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Repeat consultation,60,,,
C647,CONSULTATIONS AND VISITS,GENERAL THORACIC SURGERY(64),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits,sixth to thirteenth week inclusive (maximum 3 per patient per week),31,,,
C648,CONSULTATIONS AND VISITS,GENERAL THORACIC SURGERY(64),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits by the MRP following transfer from an Intensive Care Area,Concurrent care,31,,,
C649,CONSULTATIONS AND VISITS,GENERAL THORACIC SURGERY(64),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Subsequent visits,after thirteenth week (maximum 6 per patient per month),31,,,
C655,CONSULTATIONS AND VISITS,HAEMATOLOGY(61),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Limited consultation,105.25,,,
C661,CONSULTATIONS AND VISITS,PAEDIATRICS(26),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Complex medical specific re-assessment,74.75,,,
C662,CONSULTATIONS AND VISITS,PAEDIATRICS(26),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Extended special paediatric consultation subject to the same conditions as A662,401.3,,,
C665,CONSULTATIONS AND VISITS,PAEDIATRICS(26),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Prenatal consultation subject to the same conditions as A665,100.55,,,
C667,CONSULTATIONS AND VISITS,PAEDIATRICS(26),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Neurodevelopmental consultation subject to same conditions as A667,401.3,,,
C675,CONSULTATIONS AND VISITS,CARDIOLOGY(60),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Limited consultation,105.25,,,
C680,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),CLINICAL INTERPRETATION BY AN IMMUNOLOGIST,Addiction medicine – initial assessment – substance abuse,Initial assessment – substance abuse ,144.75,,,
C682,CONSULTATIONS AND VISITS,NEUROLOGY(18),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Extended special neurology consultation subject to the same conditions as A682,401.3,,,
C695,CONSULTATIONS AND VISITS,PSYCHIATRY(19),NON-EMERGENCY HOSPITAL SERVICES,Not applicable,Neurodevelopmental consultation subject to same conditions as A695,414.35,,,
C710,CONSULTATIONS AND VISITS,CRITICAL CARE MEDICINE(11),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Comprehensive critical care medicine consultation ,310.45,,,
C713,CONSULTATIONS AND VISITS,CRITICAL CARE MEDICINE(11),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Medical specific assessment,87.6,,,
C715,CONSULTATIONS AND VISITS,CRITICAL CARE MEDICINE(11),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Consultation,175.55,,,
C735,CONSULTATIONS AND VISITS,NUCLEAR MEDICINE(63),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,"Diagnostic consultation - subject to the same conditions as
A735",67.4,,,
C745,CONSULTATIONS AND VISITS,RADIATION ONCOLOGY(34),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Limited consultation,102.9,,,
C760,CONSULTATIONS AND VISITS,ENDOCRINOLOGY & METABOLISM(15),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,Complex endocrine neoplastic disease assessment ,90.75,,,
C765,CONSULTATIONS AND VISITS,GASTROENTEROLOGY(41),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,"Consultation, patient 16 years of age and under",165.5,,,
C765,CONSULTATIONS AND VISITS,HAEMATOLOGY(61),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,"Consultation, patient 16 years of age and under",165.5,,,
C765,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),NON-EMERGENCY HOSPITAL IN-PATIENT SERVICES,Not applicable,"Consultation, patient 16 years of age and under",165.5,,,
