Billing Code,Category,Sub Category,Sub Category 2,Description,Provider Fee,Assistant Fee,Specialist Fee,Anaesthetist fee,Non- Anaesthetist fee,,,,,,,,,,,,,,,,
E542,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
E542,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
E542,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
E542,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
E542,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
E542,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
E542,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
E542,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
E542,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
E542,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
E542,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
E542,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
E542,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
E542,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
E542,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,OPERATIONS OF THE BREAST,,,,,,,,,,,,,,,,,,,,,,,
E542,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,,,,,,,,,,,,,,,,,,,,
E542,DIGESTIVE SYSTEM SURGICAL PROCEDURES,ORAL CAVITY AND PHARYNX,,,,,,,,,,,,,,,,,,,,,,,
E542,DIGESTIVE SYSTEM SURGICAL PROCEDURES,ORAL CAVITY AND PHARYNX,,,,,,,,,,,,,,,,,,,,,,,
E542,DIGESTIVE SYSTEM SURGICAL PROCEDURES,LIPS,,,,,,,,,,,,,,,,,,,,,,,
E542,DIGESTIVE SYSTEM SURGICAL PROCEDURES,LIPS,,,,,,,,,,,,,,,,,,,,,,,
E542,DIGESTIVE SYSTEM SURGICAL PROCEDURES,RECTUM,,,,,,,,,,,,,,,,,,,,,,,
E542,DIGESTIVE SYSTEM SURGICAL PROCEDURES,RECTUM,,,,,,,,,,,,,,,,,,,,,,,
E542,DIGESTIVE SYSTEM SURGICAL PROCEDURES,"ABDOMEN, PERITONEUM AND OMENTUM",,,,,,,,,,,,,,,,,,,,,,,
E542,MALE GENITAL SURGICAL PROCEDURES,PENIS,,,,,,,,,,,,,,,,,,,,,,,
E542,FEMALE GENITAL SURGICAL PROCEDURES,VULVA AND INTROITUS,,,,,,,,,,,,,,,,,,,,,,,
E542,FEMALE GENITAL SURGICAL PROCEDURES,VULVA AND INTROITUS,,,,,,,,,,,,,,,,,,,,,,,
E542,FEMALE GENITAL SURGICAL PROCEDURES,VAGINA,,,,,,,,,,,,,,,,,,,,,,,
E542,FEMALE GENITAL SURGICAL PROCEDURES,CERVIX UTERI,,,,,,,,,,,,,,,,,,,,,,,
E542,OCULAR AND AURAL SURGICAL PROCEDURES,EYELIDS,,,,,,,,,,,,,,,,,,,,,,,
E543,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,INJECTIONS OR INFUSIONS,,,,,,,,,,,,,,,,,,,,,,,
E544,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
E545,MALE GENITAL SURGICAL PROCEDURES,INCISION,,,,,,,,,,,,,,,,,,,,,,,
E546,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,OPERATIONS OF THE BREAST,,,,,,,,,,,,,,,,,,,,,,,
E546,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,OPERATIONS OF THE BREAST,,,,,,,,,,,,,,,,,,,,,,,
E547,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
E550,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
E551,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
E552,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
E553,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
E554,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,PREAMBLE,,,,,,,,,,,,,,,,,,,,,,,
E555,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
E556,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
E557,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,,,,,,,,,,,,,,,,,,,,
E558,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,,,,,,,,,,,,,,,,,,,,
E559,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,,,,,,,,,,,,,,,,,,,,
E560,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
E561,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
E564,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,,,,,,,,,,,,,,,,,,,,
E564,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,,,,,,,,,,,,,,,,,,,,
E564,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,"SHOULDER, ARM AND CHEST",,,,,,,,,,,,,,,,,,,,,,,
E564,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,KNEE,,,,,,,,,,,,,,,,,,,,,,,
E564,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
E569,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
E571,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,,,,,,,,,,,,,,,,,,,,
E575,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
E576,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,,,,,,,,,,,,,,,,,,,,
E577,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,,,,,,,,,,,,,,,,,,,,
E578,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
E579,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
E580,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,,,,,,,,,,,,,,,,,,,,
E580,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,,,,,,,,,,,,,,,,,,,,
E580,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
E581,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,,,,,,,,,,,,,,,,,,,,
E581,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,,,,,,,,,,,,,,,,,,,,
E581,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
E582,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,ALLERGY,,,,,,,,,,,,,,,,,,,,,,,
E583,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,,,,,,,,,,,,,,,,,,,,
E584,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
E584,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
E584,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
E584,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
E584,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
E584,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,,,,,,,,,,,,,,,,,,,,
E584,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,,,,,,,,,,,,,,,,,,,,
E584,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,,,,,,,,,,,,,,,,,,,,
E584,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,,,,,,,,,,,,,,,,,,,,
E584,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,,,,,,,,,,,,,,,,,,,,
E584,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,,,,,,,,,,,,,,,,,,,,
E584,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,,,,,,,,,,,,,,,,,,,,
E584,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,,,,,,,,,,,,,,,,,,,,
E584,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,,,,,,,,,,,,,,,,,,,,
E584,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,,,,,,,,,,,,,,,,,,,,
E584,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,,,,,,,,,,,,,,,,,,,,
E584,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
E584,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
E584,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
E584,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
E584,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
E584,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
E584,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
E584,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
E584,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
E584,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
E585,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
E587,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
E588,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,,,,,,,,,,,,,,,,,,,,
E589,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,PELVIS AND HIP,,,,,,,,,,,,,,,,,,,,,,,
E590,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,,,,,,,,,,,,,,,,,
E591,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,,,,,,,,,,,,,,,,,,,,
E592,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,,,,,,,,,,,,,,,,,,,,
E593,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,PELVIS AND HIP,,,,,,,,,,,,,,,,,,,,,,,
E594,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
E596,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
E597,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,,,,,,,,,,,,,,,,,,,,
E598,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,KNEE,,,,,,,,,,,,,,,,,,,,,,,
E599,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,,,,,,,,,,,,,,,,,,,,
E599,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,,,,,,,,,,,,,,,,,
E600,RESPIRATORY SURGICAL PROCEDURES,LARYNX,,,,,,,,,,,,,,,,,,,,,,,
E601,RESPIRATORY SURGICAL PROCEDURES,CHEST WALL AND MEDIASTINUM,,,,,,,,,,,,,,,,,,,,,,,
E602,RESPIRATORY SURGICAL PROCEDURES,CHEST WALL AND MEDIASTINUM,,,,,,,,,,,,,,,,,,,,,,,
E603,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,,,,,,,,,,,,,,,,,,,,
E604,RESPIRATORY SURGICAL PROCEDURES,CHEST WALL AND MEDIASTINUM,,,,,,,,,,,,,,,,,,,,,,,
E605,RESPIRATORY SURGICAL PROCEDURES,CHEST WALL AND MEDIASTINUM,,,,,,,,,,,,,,,,,,,,,,,
E607,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,,,,,,,,,,,,,,,,,,,,
E608,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,,,,,,,,,,,,,,,,,,,,
E609,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,,,,,,,,,,,,,,,,,,,,
E609,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,,,,,,,,,,,,,,,,,,,,
E610,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,,,,,,,,,,,,,,,,,,,,
E611,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,,,,,,,,,,,,,,,,,,,,
E612,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,,,,,,,,,,,,,,,,,,,,
E613,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,,,,,,,,,,,,,,,,,,,,
E614,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,,,,,,,,,,,,,,,,,,,,
E615,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,,,,,,,,,,,,,,,,,,,,
E616,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,,,,,,,,,,,,,,,,,,,,
E617,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,,,,,,,,,,,,,,,,,,,,
E618,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,,,,,,,,,,,,,,,,,,,,
E619,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,,,,,,,,,,,,,,,,,,,,
E620,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,,,,,,,,,,,,,,,,,,,,
E621,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,,,,,,,,,,,,,,,,,,,,
E622,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,,,,,,,,,,,,,,,,,,,,
E623,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,,,,,,,,,,,,,,,,,,,,
E624,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,,,,,,,,,,,,,,,,,,,,
E625,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,,,,,,,,,,,,,,,,,,,,
E626,CARDIOVASCULAR SURGICAL PROCEDURES,ARTERIES,,,,,,,,,,,,,,,,,,,,,,,
E626,CARDIOVASCULAR SURGICAL PROCEDURES,ARTERIES,,,,,,,,,,,,,,,,,,,,,,,
E627,CARDIOVASCULAR SURGICAL PROCEDURES,ARTERIES,,,,,,,,,,,,,,,,,,,,,,,
E627,CARDIOVASCULAR SURGICAL PROCEDURES,ARTERIES,,,,,,,,,,,,,,,,,,,,,,,
E628,CARDIOVASCULAR SURGICAL PROCEDURES,HEART AND PERICARDIUM,,,,,,,,,,,,,,,,,,,,,,,
E629,DIGESTIVE SYSTEM SURGICAL PROCEDURES,OESOPHAGUS,,,,,,,,,,,,,,,,,,,,,,,
E629,DIGESTIVE SYSTEM SURGICAL PROCEDURES,INTESTINES (EXCEPT RECTUM),,,,,,,,,,,,,,,,,,,,,,,
E630,DIGESTIVE SYSTEM SURGICAL PROCEDURES,INTESTINES (EXCEPT RECTUM),,,,,,,,,,,,,,,,,,,,,,,
E631,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,,,,,,,,,,,,,,,,,,,,
E632,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,,,,,,,,,,,,,,,,,,,,
E633,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,,,,,,,,,,,,,,,,,,,,
E634,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,,,,,,,,,,,,,,,,,,,,
E635,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,,,,,,,,,,,,,,,,,,,,
E636,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,,,,,,,,,,,,,,,,,,,,
E637,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,,,,,,,,,,,,,,,,,,,,
E638,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,,,,,,,,,,,,,,,,,,,,
E639,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,,,,,,,,,,,,,,,,,,,,
E640,RESPIRATORY SURGICAL PROCEDURES,CHEST WALL AND MEDIASTINUM,,,,,,,,,,,,,,,,,,,,,,,
E641,DIGESTIVE SYSTEM SURGICAL PROCEDURES,RECTUM,,,,,,,,,,,,,,,,,,,,,,,
E642,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,,,,,,,,,,,,,,,,,,,,
E642,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,,,,,,,,,,,,,,,,,,,,
E642,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,,,,,,,,,,,,,,,,,,,,
E643,RESPIRATORY SURGICAL PROCEDURES,LARYNX,,,,,,,,,,,,,,,,,,,,,,,
E644,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,,,,,,,,,,,,,,,,,,,,
E644,DIGESTIVE SYSTEM SURGICAL PROCEDURES,OESOPHAGUS,,,,,,,,,,,,,,,,,,,,,,,
E644,DIGESTIVE SYSTEM SURGICAL PROCEDURES,STOMACH,,,,,,,,,,,,,,,,,,,,,,,
E644,DIGESTIVE SYSTEM SURGICAL PROCEDURES,STOMACH,,,,,,,,,,,,,,,,,,,,,,,
E645,CARDIOVASCULAR SURGICAL PROCEDURES,HEART AND PERICARDIUM,,,,,,,,,,,,,,,,,,,,,,,
E646,CARDIOVASCULAR SURGICAL PROCEDURES,HEART AND PERICARDIUM,,,,,,,,,,,,,,,,,,,,,,,
E647,CARDIOVASCULAR SURGICAL PROCEDURES,VALVES,,,,,,,,,,,,,,,,,,,,,,,
E648,CARDIOVASCULAR SURGICAL PROCEDURES,HEART AND PERICARDIUM,,,,,,,,,,,,,,,,,,,,,,,
E649,CARDIOVASCULAR SURGICAL PROCEDURES,ARTERIES,,,,,,,,,,,,,,,,,,,,,,,
E650,CARDIOVASCULAR SURGICAL PROCEDURES,HEART AND PERICARDIUM,,,,,,,,,,,,,,,,,,,,,,,
E651,CARDIOVASCULAR SURGICAL PROCEDURES,HEART AND PERICARDIUM,,,,,,,,,,,,,,,,,,,,,,,
E652,CARDIOVASCULAR SURGICAL PROCEDURES,HEART AND PERICARDIUM,,,,,,,,,,,,,,,,,,,,,,,
E653,CARDIOVASCULAR SURGICAL PROCEDURES,VEINS,,,,,,,,,,,,,,,,,,,,,,,
E654,CARDIOVASCULAR SURGICAL PROCEDURES,HEART AND PERICARDIUM,,,,,,,,,,,,,,,,,,,,,,,
E655,CARDIOVASCULAR SURGICAL PROCEDURES,HEART AND PERICARDIUM,,,,,,,,,,,,,,,,,,,,,,,
E656,CARDIOVASCULAR SURGICAL PROCEDURES,VALVES,,,,,,,,,,,,,,,,,,,,,,,
E657,CARDIOVASCULAR SURGICAL PROCEDURES,VEINS,,,,,,,,,,,,,,,,,,,,,,,
E658,CARDIOVASCULAR SURGICAL PROCEDURES,HEART AND PERICARDIUM,,,,,,,,,,,,,,,,,,,,,,,
E659,CARDIOVASCULAR SURGICAL PROCEDURES,ARTERIES,,,,,,,,,,,,,,,,,,,,,,,
E660,CARDIOVASCULAR SURGICAL PROCEDURES,HEART AND PERICARDIUM,,,,,,,,,,,,,,,,,,,,,,,
E661,CARDIOVASCULAR SURGICAL PROCEDURES,HEART AND PERICARDIUM,,,,,,,,,,,,,,,,,,,,,,,
E662,DIGESTIVE SYSTEM SURGICAL PROCEDURES,BILIARY TRACT,,,,,,,,,,,,,,,,,,,,,,,
E663,CARDIOVASCULAR SURGICAL PROCEDURES,HEART AND PERICARDIUM,,,,,,,,,,,,,,,,,,,,,,,
E664,CARDIOVASCULAR SURGICAL PROCEDURES,ARTERIES,,,,,,,,,,,,,,,,,,,,,,,
E665,CARDIOVASCULAR SURGICAL PROCEDURES,ARTERIES,,,,,,,,,,,,,,,,,,,,,,,
E666,DIGESTIVE SYSTEM SURGICAL PROCEDURES,BILIARY TRACT,,,,,,,,,,,,,,,,,,,,,,,
E667,CARDIOVASCULAR SURGICAL PROCEDURES,ARTERIES,,,,,,,,,,,,,,,,,,,,,,,
E667,CARDIOVASCULAR SURGICAL PROCEDURES,ARTERIES,,,,,,,,,,,,,,,,,,,,,,,
E668,DIGESTIVE SYSTEM SURGICAL PROCEDURES,BILIARY TRACT,,,,,,,,,,,,,,,,,,,,,,,
E669,DIGESTIVE SYSTEM SURGICAL PROCEDURES,BILIARY TRACT,,,,,,,,,,,,,,,,,,,,,,,
E670,CARDIOVASCULAR SURGICAL PROCEDURES,HEART AND PERICARDIUM,,,,,,,,,,,,,,,,,,,,,,,
E671,CARDIOVASCULAR SURGICAL PROCEDURES,HEART AND PERICARDIUM,,,,,,,,,,,,,,,,,,,,,,,
E672,CARDIOVASCULAR SURGICAL PROCEDURES,ARTERIES,,,,,,,,,,,,,,,,,,,,,,,
E672,CARDIOVASCULAR SURGICAL PROCEDURES,ARTERIES,,,,,,,,,,,,,,,,,,,,,,,
E673,SURGICAL PREAMBLE,PREAMBLE,,,,,,,,,,,,,,,,,,,,,,,
E673,SURGICAL PREAMBLE,PREAMBLE,,,,,,,,,,,,,,,,,,,,,,,
E674,DIGESTIVE SYSTEM SURGICAL PROCEDURES,STOMACH,,,,,,,,,,,,,,,,,,,,,,,
E675,DIGESTIVE SYSTEM SURGICAL PROCEDURES,STOMACH,,,,,,,,,,,,,,,,,,,,,,,
E676,SURGICAL PREAMBLE,PREAMBLE,,,,,,,,,,,,,,,,,,,,,,,
E677,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,,,,,,,,,,,,,,,,,,,,
E678,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,,,,,,,,,,,,,,,,,,,,
E679,CARDIOVASCULAR SURGICAL PROCEDURES,ARTERIES,,,,,,,,,,,,,,,,,,,,,,,
E680,DIGESTIVE SYSTEM SURGICAL PROCEDURES,BILIARY TRACT,,,,,,,,,,,,,,,,,,,,,,,
E681,DIGESTIVE SYSTEM SURGICAL PROCEDURES,BILIARY TRACT,,,,,,,,,,,,,,,,,,,,,,,
E682,CARDIOVASCULAR SURGICAL PROCEDURES,HEART AND PERICARDIUM,,,,,,,,,,,,,,,,,,,,,,,
E683,RESPIRATORY SURGICAL PROCEDURES,CHEST WALL AND MEDIASTINUM,,,,,,,,,,,,,,,,,,,,,,,
E683,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,,,,,,,,,,,,,,,,,,,,
E683,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,,,,,,,,,,,,,,,,,,,,
E683,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,,,,,,,,,,,,,,,,,,,,
E683,DIGESTIVE SYSTEM SURGICAL PROCEDURES,OESOPHAGUS,,,,,,,,,,,,,,,,,,,,,,,
E683,DIGESTIVE SYSTEM SURGICAL PROCEDURES,OESOPHAGUS,,,,,,,,,,,,,,,,,,,,,,,
E683,DIGESTIVE SYSTEM SURGICAL PROCEDURES,OESOPHAGUS,,,,,,,,,,,,,,,,,,,,,,,
E683,DIGESTIVE SYSTEM SURGICAL PROCEDURES,OESOPHAGUS,,,,,,,,,,,,,,,,,,,,,,,
E683,ENDOCRINE SURGICAL PROCEDURES,"PARATHYROID, THYMUS AND ADRENAL GLANDS",,,,,,,,,,,,,,,,,,,,,,,
E684,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,CARDIOVASCULAR,,,,,,,,,,,,,,,,,,,,,,,
E685,DIGESTIVE SYSTEM SURGICAL PROCEDURES,INTESTINES (EXCEPT RECTUM),,,,,,,,,,,,,,,,,,,,,,,
