CODE,Cat1,Cat2,Cat3,Cat4,Description,$,T,P,P1
E792,MALE GENITAL SURGICAL PROCEDURES,PROSTATE,,,,,,,
E793,HAEMATIC AND LYMPHATIC SURGICAL PROCEDURES,SPLEEN AND MARROW,,,,,,,
E793,DIGESTIVE SYSTEM SURGICAL PROCEDURES,OESOPHAGUS,,,,,,,
E793,DIGESTIVE SYSTEM SURGICAL PROCEDURES,STOMACH,,,,,,,
E793,DIGESTIVE SYSTEM SURGICAL PROCEDURES,STOMACH,,,,,,,
E793,DIGESTIVE SYSTEM SURGICAL PROCEDURES,STOMACH,,,,,,,
E793,DIGESTIVE SYSTEM SURGICAL PROCEDURES,INTESTINES(EXCEPT RECTUM),,,,,,,
E793,DIGESTIVE SYSTEM SURGICAL PROCEDURES,INTESTINES(EXCEPT RECTUM),,,,,,,
E793,DIGESTIVE SYSTEM SURGICAL PROCEDURES,RECTUM,,,,,,,
E793,DIGESTIVE SYSTEM SURGICAL PROCEDURES,LIVER,,,,,,,
E793,DIGESTIVE SYSTEM SURGICAL PROCEDURES,PANCREAS,,,,,,,
E793,DIGESTIVE SYSTEM SURGICAL PROCEDURES,ABDOMEN,,,,,,,
E793,ENDOCRINE SURGICAL PROCEDURES,PARATHYROID,,,,,,,
E794,DIGESTIVE SYSTEM SURGICAL PROCEDURES,BILIARY TRACT,,,,35.85,,,
E795,SURGICAL PREAMBLE,PREAMBLE,,,,46.3,,,
E796,DIGESTIVE SYSTEM SURGICAL PROCEDURES,INTESTINES(EXCEPT RECTUM),,,,102.4,,,
E796,DIGESTIVE SYSTEM SURGICAL PROCEDURES,RECTUM,,,,102.4,,,
E797,SURGICAL PREAMBLE,PREAMBLE,,,,46.3,,,
E797,DIGESTIVE SYSTEM SURGICAL PROCEDURES,INTESTINES(EXCEPT RECTUM),,,,46.3,,,
E797,DIGESTIVE SYSTEM SURGICAL PROCEDURES,RECTUM,,,,46.3,,,
E798,SURGICAL PREAMBLE,PREAMBLE,,,,69.7,,,
E799,SURGICAL PREAMBLE,PREAMBLE,,,,25.25,,,
E800,SURGICAL PREAMBLE,PREAMBLE,,,,101.5,,,
E801,SURGICAL PREAMBLE,PREAMBLE,,,,152.3,,,
E802,SURGICAL PREAMBLE,PREAMBLE,,,,50.75,,,
E803,SURGICAL PREAMBLE,PREAMBLE,,,,30.65,,,
E804,SURGICAL PREAMBLE,PREAMBLE,,,,145.05,,,
E805,SURGICAL PREAMBLE,PREAMBLE,,,,203.05,,,
E807,DIGESTIVE SYSTEM SURGICAL PROCEDURES,MISCELLANEOUS,,,,2644.75,,,
E808,DIGESTIVE SYSTEM SURGICAL PROCEDURES,INTESTINES(EXCEPT RECTUM),,,,150,,,
E808,DIGESTIVE SYSTEM SURGICAL PROCEDURES,RECTUM,,,,150,,,
E809,DIGESTIVE SYSTEM SURGICAL PROCEDURES,ABDOMEN,,,,,,,
E815,CARDIOVASCULAR SURGICAL PROCEDURES,ARTERIES,,,,398.15,,,
E817,UROGENITAL AND URINARY SURGICAL PROCEDURES,BLADDER,,,,15.35,,,
E818,UROGENITAL AND URINARY SURGICAL PROCEDURES,BLADDER,,,,24.9,,,
E819,UROGENITAL AND URINARY SURGICAL PROCEDURES,KIDNEY AND UPPER URINARY TRACT,,,,54.65,,,
E820,UROGENITAL AND URINARY SURGICAL PROCEDURES,KIDNEY AND UPPER URINARY TRACT,,,,49.75,,,
E822,UROGENITAL AND URINARY SURGICAL PROCEDURES,KIDNEY AND UPPER URINARY TRACT,,,,37.7,,,
E823,UROGENITAL AND URINARY SURGICAL PROCEDURES,KIDNEY AND UPPER URINARY TRACT,,,,233.65,,,
E824,UROGENITAL AND URINARY SURGICAL PROCEDURES,BLADDER,,,,49.85,,,
E825,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,63.95,,,
E826,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,GENERAL FEES,,,,,,,
E827,DIGESTIVE SYSTEM SURGICAL PROCEDURES,ABDOMEN,,,,,,,
E828,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,104,,,
E829,DIGESTIVE SYSTEM SURGICAL PROCEDURES,ABDOMEN,,,,,,,
E830,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,107.2,,,
E831,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,,,,
E831,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,,,,
E832,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,273.85,,,
E833,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,NERVE BLOCKS - INTERVENTIONAL PAIN INJECTIONS,,,,116.1,,,
E837,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,50.75,,,
E838,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,79.4,,,
E839,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,19.2,,,
E839,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,19.2,,,
E839,DIGESTIVE SYSTEM SURGICAL PROCEDURES,ORAL CAVITY AND PHARYNX,,,,19.2,,,
E840,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,119.2,,,
E841,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,226.8,,,
E842,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,58.6,,,
E843,RESPIRATORY SURGICAL PROCEDURES,ACCESSORY NASAL SINUSES,,,,103.05,,,
E844,RESPIRATORY SURGICAL PROCEDURES,ACCESSORY NASAL SINUSES,,,,200,,,
E845,RESPIRATORY SURGICAL PROCEDURES,ACCESSORY NASAL SINUSES,,,,140,,,
E846,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,95.7,,,
E847,RESPIRATORY SURGICAL PROCEDURES,CHEST WALL AND MEDIASTINUM,,,,75,,,
E847,DIGESTIVE SYSTEM SURGICAL PROCEDURES,OESOPHAGUS,,,,75,,,
E847,DIGESTIVE SYSTEM SURGICAL PROCEDURES,OESOPHAGUS,,,,75,,,
E847,DIGESTIVE SYSTEM SURGICAL PROCEDURES,STOMACH,,,,75,,,
E848,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,80,,,
E849,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,220,,,
E852,FEMALE GENITAL SURGICAL PROCEDURES,FALLOPIAN TUBE,,,,49.25,,,
E853,FEMALE GENITAL SURGICAL PROCEDURES,OVARY,,,,145,,,
E854,FEMALE GENITAL SURGICAL PROCEDURES,PREAMBLE,,,,170,,,
E855,FEMALE GENITAL SURGICAL PROCEDURES,FALLOPIAN TUBE,,,,25.85,,,
E857,FEMALE GENITAL SURGICAL PROCEDURES,PREAMBLE,,,,78.45,,,
E857,FEMALE GENITAL SURGICAL PROCEDURES,FALLOPIAN TUBE,,,,78.45,,,
E860,FEMALE GENITAL SURGICAL PROCEDURES,FALLOPIAN TUBE,,,,131.45,,,
E861,FEMALE GENITAL SURGICAL PROCEDURES,CORPUS UTERI,,,,9,,,
E862,UROGENITAL AND URINARY SURGICAL PROCEDURES,URETHRA,,,,,,,
E862,FEMALE GENITAL SURGICAL PROCEDURES,VAGINA,,,,,,,
E862,FEMALE GENITAL SURGICAL PROCEDURES,VAGINA,,,,,,,
E862,FEMALE GENITAL SURGICAL PROCEDURES,CORPUS UTERI,,,,,,,
E862,FEMALE GENITAL SURGICAL PROCEDURES,FALLOPIAN TUBE,,,,,,,
E863,FEMALE GENITAL SURGICAL PROCEDURES,VAGINA,,,,,,,
E870,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,GYNAECOLOGY,,,,8.35,,,
E874,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY(CT),,,,,,64,
E875,MAGNETIC RESONANCE IMAGING(MRI),Not applicable,,,,,,19.4,
E876,MAGNETIC RESONANCE IMAGING(MRI),Not applicable,,,,,,9.7,
E877,OCULAR AND AURAL SURGICAL PROCEDURES,RETINA AND EXTRA OCULAR MUSCLES,,,,,,,
E880,ENDOCRINE SURGICAL PROCEDURES,THYROID GLAND,,,,184.6,,,
E880,ENDOCRINE SURGICAL PROCEDURES,PARATHYROID,,,,,,,
E882,RESPIRATORY SURGICAL PROCEDURES,LARYNX,,,,177.4,,,
E882,DIGESTIVE SYSTEM SURGICAL PROCEDURES,ORAL CAVITY AND PHARYNX,,,,177.4,,,
E882,ENDOCRINE SURGICAL PROCEDURES,PARATHYROID,,,,,,,
E883,RESPIRATORY SURGICAL PROCEDURES,LARYNX,,,,266.6,,,
E883,DIGESTIVE SYSTEM SURGICAL PROCEDURES,ORAL CAVITY AND PHARYNX,,,,266.6,,,
E883,ENDOCRINE SURGICAL PROCEDURES,PARATHYROID,,,,,,,
E884,RESPIRATORY SURGICAL PROCEDURES,LARYNX,,,,374,,,
E884,DIGESTIVE SYSTEM SURGICAL PROCEDURES,ORAL CAVITY AND PHARYNX,,,,374,,,
E884,ENDOCRINE SURGICAL PROCEDURES,PARATHYROID,,,,,,,
E885,ENDOCRINE SURGICAL PROCEDURES,PARATHYROID,,,,,,,
E886,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,800,,,
E887,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,500,,,
E888,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,500,,,
E889,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,520,,,
E890,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,520,,,
E891,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,520,,,
E892,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,500,,,
E893,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,555,,,
E894,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,229.55,,,
E895,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,373.8,,,
E896,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,400.4,,,
E898,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,283.8,,,
E899,ENDOCRINE SURGICAL PROCEDURES,PERIPHERAL NERVES,,,,102.45,,,
E901,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,234.65,,,
E901,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,234.65,,,
E901,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,234.65,,,
E901,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,234.65,,,
E902,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,454.15,,,
E903,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,614.7,,,
E904,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,241,,,
E905,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,750,,,
E906,ENDOCRINE SURGICAL PROCEDURES,PERIPHERAL NERVES,,,,,,,
E908,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,304.3,,,
E908,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,304.3,,,
E911,ENDOCRINE SURGICAL PROCEDURES,PERIPHERAL NERVES,,,,,,,
E912,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,233.3,,,
E916,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,233.3,,,
E917,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,301.7,,,
E918,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,132.8,,,
E919,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,254.45,,,
E921,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,262.15,,,
E922,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,215.35,,,
E925,ENDOCRINE SURGICAL PROCEDURES,PERIPHERAL NERVES,,,,,,,
E930,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,102.35,,,
E930,OCULAR AND AURAL SURGICAL PROCEDURES,EYELIDS,,,,102.35,,,
E931,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,222.85,,,
E932,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,205,,,
E933,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,99.85,,,
E934,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,204.8,,,
E935,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,307.7,,,
E936,OCULAR AND AURAL SURGICAL PROCEDURES,VITREOUS,,,,90,,,
E937,OCULAR AND AURAL SURGICAL PROCEDURES,CORNEA,,,,100,,,
E937,OCULAR AND AURAL SURGICAL PROCEDURES,ORBIT,,,,100,,,
E938,OCULAR AND AURAL SURGICAL PROCEDURES,VITREOUS,,,,213.2,,,
E939,OCULAR AND AURAL SURGICAL PROCEDURES,LACRIMAL TRACT,,,,150,,,
E940,OCULAR AND AURAL SURGICAL PROCEDURES,VITREOUS,,,,105,,,
E941,OCULAR AND AURAL SURGICAL PROCEDURES,ORBIT,,,,296.9,,,
E942,OCULAR AND AURAL SURGICAL PROCEDURES,EYELIDS,,,,53.2,,,
E943,OCULAR AND AURAL SURGICAL PROCEDURES,EYELIDS,,,,89.45,,,
E944,OCULAR AND AURAL SURGICAL PROCEDURES,EYELIDS,,,,175.15,,,
E945,OCULAR AND AURAL SURGICAL PROCEDURES,EYELIDS,,,,52.4,,,
E946,OCULAR AND AURAL SURGICAL PROCEDURES,MIDDLE EAR,,,,106.45,,,
E947,RESPIRATORY SURGICAL PROCEDURES,ACCESSORY NASAL SINUSES,,,,306.85,,,
E948,OCULAR AND AURAL SURGICAL PROCEDURES,CORNEA,,,,113.2,,,
E948,OCULAR AND AURAL SURGICAL PROCEDURES,EYELIDS,,,,113.2,,,
E949,OCULAR AND AURAL SURGICAL PROCEDURES,RETINA AND EXTRA OCULAR MUSCLES,,,,180,,,
E950,OCULAR AND AURAL SURGICAL PROCEDURES,SCLERA,,,,,,,
E950,OCULAR AND AURAL SURGICAL PROCEDURES,CRYSTALLINE LENS,,,,92.5,,,
E951,OCULAR AND AURAL SURGICAL PROCEDURES,CORNEA,,,,52.4,,,
E953,OCULAR AND AURAL SURGICAL PROCEDURES,EYELIDS,,,,80.9,,,
E954,OCULAR AND AURAL SURGICAL PROCEDURES,LACRIMAL TRACT,,,,80.9,,,
E955,OCULAR AND AURAL SURGICAL PROCEDURES,EXTERNAL EAR,,,,202.35,,,
E956,OCULAR AND AURAL SURGICAL PROCEDURES,EXTERNAL EAR,,,,399.9,,,
E957,OCULAR AND AURAL SURGICAL PROCEDURES,MIDDLE EAR,,,,138.05,,,
E958,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,NERVE BLOCKS - PERIPHERAL/OTHER INJECTIONS,,,,,,,
E959,OCULAR AND AURAL SURGICAL PROCEDURES,MIDDLE EAR,,,,106.45,,,
E959,OCULAR AND AURAL SURGICAL PROCEDURES,MIDDLE EAR,,,,106.45,,,
E960,OCULAR AND AURAL SURGICAL PROCEDURES,MIDDLE EAR,,,,103.8,,,
E961,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,296.6,,,
E962,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,594.2,,,
E963,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,296.6,,,
E964,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,594.2,,,
E965,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,296.6,,,
E966,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,594.2,,,
E967,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,256.4,,,
E968,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,511.9,,,
E969,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,204.8,,,
E970,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,307.15,,,
E971,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,383.65,,,
E972,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,511.9,,,
E973,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,178.9,,,
E974,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,297.55,,,
E975,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,76.5,,,
E976,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,,,,154,,,
E977,OCULAR AND AURAL SURGICAL PROCEDURES,EYELIDS,,,,,,,
E977,OCULAR AND AURAL SURGICAL PROCEDURES,EXTERNAL EAR,,,,,,,
E979,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,396.7,,,
E981,OCULAR AND AURAL SURGICAL PROCEDURES,MIDDLE EAR,,,,132.35,,,
E982,OCULAR AND AURAL SURGICAL PROCEDURES,EYEBALL,,,,,,,
E983,OCULAR AND AURAL SURGICAL PROCEDURES,SCLERA,,,,,,,
E984,OCULAR AND AURAL SURGICAL PROCEDURES,SCLERA,,,,,,,
E985,OCULAR AND AURAL SURGICAL PROCEDURES,MIDDLE EAR,,,,106.45,,,
E986,CARDIOVASCULAR SURGICAL PROCEDURES,ARTERIES,,,,250,,,
E986,CARDIOVASCULAR SURGICAL PROCEDURES,ARTERIES,,,,250,,,
F004,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,49.2,,,
F 005,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,99.25,,,
F006,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,119.75,,,
F007,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,298.45,,,
F008,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,49.2,,,
F009,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,99.25,,,
F 010,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,335.8,,,
F011,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,262.6,,,
F012,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,49.2,,,
F013,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,119.8,,,
F014,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,67.75,,,
F 015,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,335.8,,,
F016,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,115.1,,,
F017,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,346.15,,,
F018,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,49.2,,,
F019,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,480,,,
F 020,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,,,,193,,,
F021,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,392.4,,,
F021,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,KNEE,,,,392.4,,,
F022,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,144.8,,,
F023,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,416.65,,,
F024,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,67.75,,,
F 025,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,148.5,,,
F026,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,567.15,,,
F027,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,67.75,,,
F028,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,109.45,,,
F029,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,67.75,,,
F 030,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,522.2,,,
F031,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,81.3,,,
F032,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,117.85,,,
F033,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,438.05,,,
F034,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,126.25,,,
F 035,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,129,,,
F036,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,494.1,,,
F037,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,126.25,,,
F038,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,214.45,,,
F039,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,67.75,,,
F 040,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,298.35,,,
F041,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,983.45,,,
F042,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SHOULDER,,,,,,,
F043,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SHOULDER,,,,,,,
F044,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SHOULDER,,,,,,,
F045,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,312.7,,,
F046,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,,,,149.35,,,
F047,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SHOULDER,,,,,,,
F048,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SHOULDER,,,,,,,
F049,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SHOULDER,,,,,,,
F050,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SHOULDER,,,,,,,
F051,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SHOULDER,,,,,,,
F052,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SHOULDER,,,,,,,
F053,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SHOULDER,,,,,,,
F054,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SHOULDER,,,,,,,
F055,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SHOULDER,,,,,,,
F056,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,49.2,,,
F057,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,77.95,,,
F058,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,72.35,,,
F059,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,144.8,,,
F060,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,172.3,,,
F061,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,49.2,,,
F062,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,67.75,,,
F063,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,98.35,,,
F064,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,178.2,,,
F065,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,249.65,,,
F066,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,98.1,,,
F067,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,165.2,,,
F068,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,454.35,,,
F070,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,97.35,,,
F071,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,161.45,,,
F072,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,588.2,,,
F074,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,67.75,,,
F075,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,144.8,,,
F076,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,309.7,,,
F077,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FOOT AND ANKLE,,,,571.3,,,
F078,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FIBULA AND TIBIA,,,,115.95,,,
F079,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FIBULA AND TIBIA,,,,180.05,,,
F080,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FIBULA AND TIBIA,,,,604.15,,,
F081,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FIBULA AND TIBIA,,,,660,,,
F082,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FIBULA AND TIBIA,,,,67.75,,,
F083,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FIBULA AND TIBIA,,,,101.25,,,
F084,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FIBULA AND TIBIA,,,,230.2,,,
F085,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,KNEE,,,,67.75,,,
F087,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,KNEE,,,,288.25,,,
F094,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FEMUR,,,,258,,,
F095,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FEMUR,,,,407.35,,,
F096,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FEMUR,,,,670,,,
F097,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FEMUR,,,,258.9,,,
